Time,BS,CellName,load,ESMode1,ESMode2,ESMode3,ESMode4,ESMode5,ESMode6
1/7/2023 17:00,B_1,Cell0,0.03718,0,0,0,0,0,0
1/7/2023 23:00,B_1,Cell0,0.07545,0,0,0,0,0,0
1/1/2023 1:00,B_2,Cell0,0.154010638,0,0,0,0,0,0
1/1/2023 2:00,B_2,Cell0,0.12493617,0,0,0,0,0,0
1/1/2023 3:00,B_2,Cell0,0.076893617,0,0,0,0,0,0
1/1/2023 4:00,B_2,Cell0,0.078829787,0,0,0,0,0,0
1/1/2023 5:00,B_2,Cell0,0.076723404,0,0,0,0,0,0
1/1/2023 6:00,B_2,Cell0,0.067968085,0,0,0,0,0,0
1/1/2023 7:00,B_2,Cell0,0.124361702,0,0,0,0,0,0
1/1/2023 8:00,B_2,Cell0,0.217223404,0,0,0,0,0,0
1/1/2023 9:00,B_2,Cell0,0.204287234,0,0,0,0,0,0
1/1/2023 10:00,B_2,Cell0,0.170904255,0,0,0,0,0,0
1/1/2023 11:00,B_2,Cell0,0.163734043,0,0,0,0,0,0
1/1/2023 12:00,B_2,Cell0,0.185223404,0,0,0,0,0,0
1/1/2023 13:00,B_2,Cell0,0.158617021,0,0,0,0,0,0
1/1/2023 14:00,B_2,Cell0,0.152925532,0,0,0,0,0,0
1/1/2023 15:00,B_2,Cell0,0.146680851,0,0,0,0,0,0
1/1/2023 16:00,B_2,Cell0,0.237861702,0,0,0,0,0,0
1/1/2023 17:00,B_2,Cell0,0.211670213,0,0,0,0,0,0
1/1/2023 18:00,B_2,Cell0,0.256914894,0,0,0,0,0,0
1/1/2023 19:00,B_2,Cell0,0.26812766,0,0,0,0,0,0
1/1/2023 20:00,B_2,Cell0,0.251680851,0,0,0,0,0,0
1/1/2023 21:00,B_2,Cell0,0.266691489,0,0,0,0,0,0
1/1/2023 22:00,B_2,Cell0,0.324606383,0,0,0,0,0,0
1/1/2023 23:00,B_2,Cell0,0.326957447,0,0,0,0,0,0
1/2/2023 0:00,B_2,Cell0,0.322776596,0,0,0,0,0,0
1/2/2023 1:00,B_2,Cell0,0.145159574,0,0,0,0,0,0
1/2/2023 2:00,B_2,Cell0,0.108414894,0,0,0,0,0,0
1/2/2023 3:00,B_2,Cell0,0.089776596,0,0,0,0,0,0
1/2/2023 4:00,B_2,Cell0,0.068468085,0,0,0,0,0,0
1/2/2023 5:00,B_2,Cell0,0.086010638,0,0,0,0,0,0
1/2/2023 6:00,B_2,Cell0,0.068574468,0,0,0,0,0,0
1/2/2023 7:00,B_2,Cell0,0.144244681,0,0,0,0,0,0
1/2/2023 8:00,B_2,Cell0,0.205159574,0,0,0,0,0,0
1/2/2023 9:00,B_2,Cell0,0.202053191,0,0,0,0,0,0
1/2/2023 10:00,B_2,Cell0,0.308638298,0,0,0,0,0,0
1/2/2023 11:00,B_2,Cell0,0.191382979,0,0,0,0,0,0
1/2/2023 12:00,B_2,Cell0,0.131595745,0,0,0,0,0,0
1/2/2023 13:00,B_2,Cell0,0.130978723,0,0,0,0,0,0
1/2/2023 14:00,B_2,Cell0,0.223691489,0,0,0,0,0,0
1/2/2023 15:00,B_2,Cell0,0.187946809,0,0,0,0,0,0
1/2/2023 16:00,B_2,Cell0,0.212968085,0,0,0,0,0,0
1/2/2023 17:00,B_2,Cell0,0.194180851,0,0,0,0,0,0
1/2/2023 18:00,B_2,Cell0,0.235702128,0,0,0,0,0,0
1/2/2023 19:00,B_2,Cell0,0.237765957,0,0,0,0,0,0
1/2/2023 20:00,B_2,Cell0,0.19387234,0,0,0,0,0,0
1/2/2023 21:00,B_2,Cell0,0.22837234,0,0,0,0,0,0
1/2/2023 22:00,B_2,Cell0,0.231180851,0,0,0,0,0,0
1/2/2023 23:00,B_2,Cell0,0.375212766,0,0,0,0,0,0
1/3/2023 0:00,B_2,Cell0,0.305382979,0,0,0,0,0,0
1/3/2023 1:00,B_2,Cell0,0.159638298,0,0,0,0,0,0
1/3/2023 2:00,B_2,Cell0,0.097085106,0,0,0,0,0,0
1/3/2023 3:00,B_2,Cell0,0.09212766,0,0,0,0,0,0
1/3/2023 4:00,B_2,Cell0,0.081776596,0,0,0,0,0,0
1/3/2023 5:00,B_2,Cell0,0.092085106,0,0,0,0,0,0
1/3/2023 6:00,B_2,Cell0,0.112670213,0,0,0,0,0,0
1/3/2023 7:00,B_2,Cell0,0.086446809,0,0,0,0,0,0
1/3/2023 8:00,B_2,Cell0,0.154861702,0,0,0,0,0,0
1/3/2023 9:00,B_2,Cell0,0.153691489,0,0,0,0,0,0
1/3/2023 10:00,B_2,Cell0,0.172148936,0,0,0,0,0,0
1/3/2023 11:00,B_2,Cell0,0.18756383,0,0,0,0,0,0
1/3/2023 12:00,B_2,Cell0,0.21006383,0,0,0,0,0,0
1/3/2023 13:00,B_2,Cell0,0.178244681,0,0,0,0,0,0
1/3/2023 14:00,B_2,Cell0,0.22812766,0,0,0,0,0,0
1/3/2023 15:00,B_2,Cell0,0.187819149,0,0,0,0,0,0
1/3/2023 16:00,B_2,Cell0,0.134882979,0,0,0,0,0,0
1/3/2023 17:00,B_2,Cell0,0.219053191,0,0,0,0,0,0
1/3/2023 18:00,B_2,Cell0,0.220861702,0,0,0,0,0,0
1/3/2023 19:00,B_2,Cell0,0.242053191,0,0,0,0,0,0
1/3/2023 20:00,B_2,Cell0,0.188212766,0,0,0,0,0,0
1/3/2023 21:00,B_2,Cell0,0.252606383,0,0,0,0,0,0
1/3/2023 22:00,B_2,Cell0,0.292531915,0,0,0,0,0,0
1/3/2023 23:00,B_2,Cell0,0.390861702,0,0,0,0,0,0
1/4/2023 0:00,B_2,Cell0,0.466244681,0,0,0,0,0,0
1/4/2023 1:00,B_2,Cell0,0.405968085,0,0,0,0,0,0
1/4/2023 2:00,B_2,Cell0,0.229553191,0,0,0,0,0,0
1/4/2023 3:00,B_2,Cell0,0.159702128,0,0,0,0,0,0
1/4/2023 5:00,B_2,Cell0,0.093340426,0,0,0,0,0,0
1/4/2023 6:00,B_2,Cell0,0.065819149,0,0,0,0,0,0
1/4/2023 7:00,B_2,Cell0,0.068851064,0,0,0,0,0,0
1/4/2023 8:00,B_2,Cell0,0.105159574,0,0,0,0,0,0
1/4/2023 9:00,B_2,Cell0,0.157723404,0,0,0,0,0,0
1/4/2023 10:00,B_2,Cell0,0.189606383,0,0,0,0,0,0
1/4/2023 11:00,B_2,Cell0,0.164978723,0,0,0,0,0,0
1/4/2023 12:00,B_2,Cell0,0.155829787,0,0,0,0,0,0
1/4/2023 13:00,B_2,Cell0,0.156851064,0,0,0,0,0,0
1/4/2023 14:00,B_2,Cell0,0.169723404,0,0,0,0,0,0
1/4/2023 15:00,B_2,Cell0,0.149957447,0,0,0,0,0,0
1/4/2023 16:00,B_2,Cell0,0.123861702,0,0,0,0,0,0
1/4/2023 17:00,B_2,Cell0,0.201904255,0,0,0,0,0,0
1/4/2023 18:00,B_2,Cell0,0.191180851,0,0,0,0,0,0
1/4/2023 19:00,B_2,Cell0,0.192244681,0,0,0,0,0,0
1/4/2023 20:00,B_2,Cell0,0.191085106,0,0,0,0,0,0
1/4/2023 21:00,B_2,Cell0,0.235925532,0,0,0,0,0,0
1/4/2023 22:00,B_2,Cell0,0.314329787,0,0,0,0,0,0
1/4/2023 23:00,B_2,Cell0,0.26262766,0,0,0,0,0,0
1/5/2023 0:00,B_2,Cell0,0.228765957,0,0,0,0,0,0
1/5/2023 1:00,B_2,Cell0,0.105276596,0,0,0,0,0,0
1/5/2023 2:00,B_2,Cell0,0.123521277,0,0,0,0,0,0
1/5/2023 3:00,B_2,Cell0,0.080617021,0,0,0,0,0,0
1/5/2023 6:00,B_2,Cell0,0.038648936,0,0,0,0,0,0
1/5/2023 10:00,B_2,Cell0,0.143776596,0,0,0,0,0,0
1/5/2023 11:00,B_2,Cell0,0.140978723,0,0,0,0,0,0
1/5/2023 12:00,B_2,Cell0,0.157085106,0,0,0,0,0,0
1/5/2023 13:00,B_2,Cell0,0.133819149,0,0,0,0,0,0
1/5/2023 16:00,B_2,Cell0,0.238457447,0,0,0,0,0,0
1/5/2023 17:00,B_2,Cell0,0.200734043,0,0,0,0,0,0
